t RuBP PGA DPGA T3P FBP E4P S7P SBP ATP NADPH CO2 O2 HexP PenP GCEA GCA PGCA GCAc GOAc SERc GLYc HPRc GCEAc T3Pc FBPc HexPc F26BPc ATPc ADPc OPOPc UDPGc UTPc SUCP SUC PGAc 
0.34142 1.9731 1.7448 0.15676 1.2876 0.37852 0.31395 1.9048 0.17761 0.21302 0.21 0.012 0.264 2.2431 0.52725 0.16862 0.26286 0.00069689 0.18901 0.044766 7.4351 1.9703 0.0090829 0.22363 2.3594 1.9805 5.8026 0.0030641 0.35 0.65 0 0.58202 0.75 0.00078641 0.0002193 0.03584  
0.36383 1.9743 1.733 0.13678 1.325 0.36109 0.32141 1.8986 0.18081 0.21079 0.21 0.012 0.264 2.2436 0.54278 0.1707 0.25418 0.00070027 0.1822 0.044168 7.4313 1.9806 0.0089657 0.2251 2.3638 1.9794 5.8026 0.0032606 0.35 0.65 0 0.58282 0.75 0.00082586 0.00024579 0.037279  
0.38624 1.9758 1.7221 0.11645 1.3613 0.34394 0.32854 1.8925 0.18436 0.20879 0.21 0.012 0.264 2.244 0.55773 0.17272 0.24565 0.0007036 0.17555 0.043548 7.4278 1.9905 0.0088446 0.22648 2.3683 1.9783 5.8026 0.0034565 0.35 0.65 0 0.58362 0.75 0.0008641 0.0002734 0.038658  
0.41511 1.9782 1.7094 0.090087 1.4066 0.3223 0.3373 1.8848 0.18939 0.20646 0.21 0.012 0.264 2.244 0.57619 0.17522 0.23487 0.00070782 0.16719 0.042719 7.4234 2.0028 0.0086835 0.22814 2.3742 1.9768 5.8026 0.0037083 0.35 0.65 0 0.58464 0.75 0.00091165 0.00031056 0.040353  
0.43421 1.9801 1.7016 0.072803 1.4353 0.30828 0.34287 1.8799 0.19296 0.20505 0.21 0.012 0.264 2.2438 0.58791 0.17681 0.2279 0.00071055 0.1618 0.042154 7.4207 2.0107 0.008574 0.22916 2.3781 1.9759 5.8026 0.0038745 0.35 0.65 0 0.58532 0.75 0.0009421 0.00033608 0.041428  
0.44846 1.9817 1.6962 0.060189 1.456 0.29797 0.34691 1.8763 0.19573 0.20406 0.21 0.012 0.264 2.2436 0.5964 0.17796 0.22277 0.00071255 0.15784 0.041723 7.4187 2.0164 0.008491 0.22989 2.381 1.9752 5.8026 0.0039982 0.35 0.65 0 0.58583 0.75 0.00096429 0.00035557 0.042207  
0.46008 1.9831 1.692 0.050224 1.4722 0.28968 0.35013 1.8734 0.19805 0.20329 0.21 0.012 0.264 2.2433 0.60316 0.17888 0.21865 0.00071415 0.15466 0.041366 7.4171 2.021 0.0084223 0.23045 2.3834 1.9746 5.8026 0.0040989 0.35 0.65 0 0.58624 0.75 0.00098207 0.00037175 0.042829  
0.4717 1.9845 1.6879 0.040719 1.4878 0.28148 0.3533 1.8705 0.20043 0.20255 0.21 0.012 0.264 2.2429 0.60977 0.17978 0.21457 0.00071571 0.15151 0.041005 7.4156 2.0255 0.0083529 0.231 2.3858 1.974 5.8026 0.0041995 0.35 0.65 0 0.58666 0.75 0.00099958 0.00038817 0.043439  
0.48013 1.9856 1.6851 0.034238 1.4985 0.2756 0.35556 1.8685 0.20218 0.20202 0.21 0.012 0.264 2.2426 0.61447 0.18041 0.21164 0.00071682 0.14926 0.04074 7.4145 2.0286 0.008302 0.23138 2.3875 1.9736 5.8026 0.0042724 0.35 0.65 0 0.58696 0.75 0.0010121 0.00040023 0.043874  
0.48855 1.9867 1.6824 0.028238 1.5086 0.26977 0.3578 1.8665 0.20395 0.20152 0.21 0.012 0.264 2.2423 0.61909 0.18104 0.20874 0.00071789 0.14703 0.040473 7.4135 2.0318 0.0082508 0.23175 2.3893 1.9732 5.8026 0.0043452 0.35 0.65 0 0.58726 0.75 0.0010245 0.00041242 0.044304  
0.49547 1.9877 1.6802 0.023781 1.5164 0.26502 0.35961 1.8648 0.20542 0.20111 0.21 0.012 0.264 2.242 0.62281 0.18154 0.20638 0.00071875 0.14521 0.040251 7.4126 2.0343 0.0082084 0.23204 2.3907 1.9729 5.8026 0.0044049 0.35 0.65 0 0.5875 0.75 0.0010345 0.00042251 0.044653  
0.50238 1.9886 1.6781 0.019848 1.5235 0.26032 0.3614 1.8632 0.2069 0.20071 0.21 0.012 0.264 2.2416 0.62648 0.18204 0.20404 0.00071958 0.14341 0.040029 7.4118 2.0368 0.0081658 0.23233 2.3922 1.9726 5.8026 0.0044645 0.35 0.65 0 0.58775 0.75 0.0010445 0.00043268 0.044998  
0.50929 1.9896 1.676 0.016535 1.53 0.25564 0.36318 1.8616 0.20839 0.20032 0.21 0.012 0.264 2.2413 0.63007 0.18253 0.20171 0.00072038 0.14162 0.039804 7.411 2.0393 0.008123 0.23261 2.3936 1.9722 5.8025 0.0045241 0.35 0.65 0 0.588 0.75 0.0010544 0.00044293 0.045339  
0.51429 1.9904 1.6746 0.01457 1.5342 0.2523 0.36445 1.8605 0.20947 0.20004 0.21 0.012 0.264 2.241 0.63262 0.18288 0.20004 0.00072093 0.14033 0.039641 7.4104 2.0411 0.0080918 0.23281 2.3946 1.972 5.8025 0.0045671 0.35 0.65 0 0.58818 0.75 0.0010614 0.00045038 0.045584  
0.5188 1.991 1.6733 0.013105 1.5377 0.24928 0.36559 1.8595 0.21045 0.19979 0.21 0.012 0.264 2.2408 0.6349 0.18319 0.19854 0.00072142 0.13918 0.039493 7.4099 2.0426 0.0080635 0.23298 2.3956 1.9718 5.8025 0.004606 0.35 0.65 0 0.58834 0.75 0.0010678 0.00045716 0.045804  
0.52206 1.9915 1.6724 0.012231 1.54 0.24712 0.3664 1.8588 0.21116 0.19962 0.21 0.012 0.264 2.2406 0.63652 0.18341 0.19747 0.00072176 0.13835 0.039386 7.4095 2.0438 0.0080431 0.23311 2.3963 1.9716 5.8025 0.004634 0.35 0.65 0 0.58845 0.75 0.0010723 0.00046206 0.045961  
0.52453 1.9919 1.6717 0.011661 1.5417 0.24548 0.36702 1.8582 0.2117 0.19949 0.21 0.012 0.264 2.2405 0.63774 0.18358 0.19665 0.00072201 0.13773 0.039304 7.4092 2.0446 0.0080276 0.2332 2.3968 1.9715 5.8025 0.0046553 0.35 0.65 0 0.58854 0.75 0.0010758 0.00046579 0.046081  
0.527 1.9923 1.671 0.011167 1.5433 0.24385 0.36764 1.8577 0.21224 0.19936 0.21 0.012 0.264 2.2403 0.63895 0.18375 0.19584 0.00072226 0.1371 0.039223 7.4089 2.0455 0.0080119 0.23329 2.3973 1.9714 5.8025 0.0046765 0.35 0.65 0 0.58863 0.75 0.0010792 0.00046954 0.0462  
0.52947 1.9926 1.6703 0.010742 1.5448 0.24222 0.36825 1.8571 0.21278 0.19923 0.21 0.012 0.264 2.2402 0.64015 0.18392 0.19503 0.0007225 0.13648 0.039141 7.4087 2.0463 0.0079963 0.23338 2.3978 1.9713 5.8025 0.0046978 0.35 0.65 0 0.58872 0.75 0.0010826 0.0004733 0.046319  
0.5315 1.993 1.6698 0.010441 1.546 0.2409 0.36875 1.8567 0.21323 0.19912 0.21 0.012 0.264 2.2401 0.64112 0.18405 0.19437 0.0007227 0.13597 0.039073 7.4084 2.047 0.0079835 0.23346 2.3982 1.9712 5.8025 0.0047152 0.35 0.65 0 0.58879 0.75 0.0010854 0.00047637 0.046415  
0.53352 1.9933 1.6692 0.010179 1.5471 0.23957 0.36925 1.8562 0.21367 0.19901 0.21 0.012 0.264 2.2399 0.64209 0.18419 0.19371 0.00072289 0.13546 0.039006 7.4082 2.0477 0.0079707 0.23353 2.3987 1.9711 5.8025 0.0047326 0.35 0.65 0 0.58886 0.75 0.0010882 0.00047946 0.046512  
0.53554 1.9936 1.6687 0.0099499 1.5482 0.23825 0.36974 1.8558 0.21411 0.19891 0.21 0.012 0.264 2.2398 0.64305 0.18432 0.19305 0.00072308 0.13496 0.038938 7.408 2.0484 0.0079578 0.2336 2.3991 1.971 5.8025 0.0047499 0.35 0.65 0 0.58894 0.75 0.001091 0.00048255 0.046608  
0.53756 1.9939 1.6682 0.0097514 1.5493 0.23693 0.37024 1.8554 0.21456 0.19881 0.21 0.012 0.264 2.2397 0.644 0.18445 0.19239 0.00072327 0.13445 0.038871 7.4078 2.049 0.0079449 0.23368 2.3995 1.9709 5.8025 0.0047673 0.35 0.65 0 0.58901 0.75 0.0010938 0.00048565 0.046704  
0.5419 1.9946 1.6671 0.0094116 1.5515 0.23411 0.3713 1.8544 0.21551 0.19859 0.21 0.012 0.264 2.2394 0.64602 0.18474 0.19099 0.00072367 0.13337 0.038725 7.4073 2.0505 0.0079172 0.23383 2.4004 1.9707 5.8025 0.0048046 0.35 0.65 0 0.58916 0.75 0.0010997 0.00049232 0.04691  
0.54625 1.9953 1.6659 0.0091641 1.5536 0.23131 0.37235 1.8535 0.21646 0.19837 0.21 0.012 0.264 2.2392 0.64801 0.18502 0.18959 0.00072406 0.1323 0.038579 7.4068 2.0519 0.0078894 0.23398 2.4013 1.9705 5.8024 0.0048419 0.35 0.65 0 0.58932 0.75 0.0011056 0.00049902 0.047115  
0.55059 1.996 1.6649 0.0089827 1.5556 0.22852 0.37339 1.8526 0.21742 0.19816 0.21 0.012 0.264 2.2389 0.64997 0.1853 0.1882 0.00072445 0.13123 0.038433 7.4064 2.0533 0.0078615 0.23412 2.4022 1.9703 5.8024 0.0048791 0.35 0.65 0 0.58947 0.75 0.0011114 0.00050575 0.047318  
0.55493 1.9967 1.6638 0.008848 1.5576 0.22575 0.37442 1.8517 0.21837 0.19795 0.21 0.012 0.264 2.2386 0.65189 0.18557 0.18682 0.00072483 0.13017 0.038285 7.4059 2.0548 0.0078335 0.23427 2.4031 1.9701 5.8024 0.0049164 0.35 0.65 0 0.58963 0.75 0.0011173 0.0005125 0.047521  
0.55927 1.9974 1.6627 0.0087461 1.5595 0.22299 0.37545 1.8509 0.21933 0.19774 0.21 0.012 0.264 2.2383 0.65378 0.18584 0.18544 0.0007252 0.12912 0.038137 7.4055 2.0561 0.0078054 0.23441 2.404 1.9699 5.8024 0.0049536 0.35 0.65 0 0.58978 0.75 0.001123 0.00051929 0.047723  
0.56408 1.9982 1.6616 0.0086599 1.5616 0.21996 0.37658 1.8499 0.22038 0.19751 0.21 0.012 0.264 2.238 0.65584 0.18614 0.18393 0.00072562 0.12796 0.037973 7.405 2.0577 0.0077741 0.23456 2.405 1.9697 5.8024 0.0049947 0.35 0.65 0 0.58996 0.75 0.0011294 0.00052683 0.047945  
0.56888 1.999 1.6605 0.0085926 1.5636 0.21694 0.37771 1.8489 0.22144 0.19729 0.21 0.012 0.264 2.2376 0.65786 0.18643 0.18242 0.00072602 0.1268 0.037808 7.4045 2.0592 0.0077428 0.2347 2.4061 1.9694 5.8024 0.0050359 0.35 0.65 0 0.59013 0.75 0.0011357 0.0005344 0.048166  
0.57369 1.9998 1.6594 0.0085377 1.5656 0.21395 0.37882 1.848 0.2225 0.19707 0.21 0.012 0.264 2.2373 0.65985 0.18672 0.18093 0.00072643 0.12566 0.037643 7.4041 2.0607 0.0077114 0.23485 2.4071 1.9692 5.8024 0.005077 0.35 0.65 0 0.5903 0.75 0.001142 0.00054201 0.048386  
0.57849 2.0006 1.6583 0.0084909 1.5676 0.21097 0.37993 1.8471 0.22356 0.19686 0.21 0.012 0.264 2.2369 0.6618 0.18701 0.17944 0.00072682 0.12452 0.037477 7.4036 2.0621 0.0076798 0.23499 2.4081 1.969 5.8023 0.0051181 0.35 0.65 0 0.59047 0.75 0.0011483 0.00054965 0.048604  
0.5833 2.0015 1.6573 0.0084495 1.5696 0.20802 0.38103 1.8462 0.22462 0.19665 0.21 0.012 0.264 2.2365 0.66371 0.18729 0.17797 0.00072722 0.12339 0.03731 7.4032 2.0636 0.0076481 0.23512 2.4091 1.9688 5.8023 0.0051592 0.35 0.65 0 0.59064 0.75 0.0011545 0.00055732 0.048822  
0.5881 2.0023 1.6562 0.0084119 1.5716 0.20508 0.38212 1.8453 0.22568 0.19644 0.21 0.012 0.264 2.2362 0.66559 0.18757 0.1765 0.00072761 0.12226 0.037143 7.4027 2.0651 0.0076163 0.23526 2.4101 1.9685 5.8023 0.0052003 0.35 0.65 0 0.59082 0.75 0.0011606 0.00056503 0.049038  
0.59484 2.0035 1.6548 0.0083637 1.5743 0.20101 0.38364 1.844 0.22716 0.19616 0.21 0.012 0.264 2.2356 0.66817 0.18795 0.17446 0.00072815 0.1207 0.036907 7.4021 2.067 0.0075716 0.23544 2.4115 1.9682 5.8023 0.0052578 0.35 0.65 0 0.59106 0.75 0.0011692 0.00057587 0.04934  
0.60157 2.0047 1.6535 0.0083191 1.577 0.19697 0.38514 1.8428 0.22864 0.19589 0.21 0.012 0.264 2.235 0.67068 0.18833 0.17243 0.00072869 0.11915 0.036671 7.4015 2.069 0.0075267 0.23561 2.4129 1.9679 5.8022 0.0053152 0.35 0.65 0 0.5913 0.75 0.0011777 0.00058678 0.04964  
0.6083 2.0059 1.6522 0.0082769 1.5797 0.19298 0.38663 1.8416 0.23013 0.19562 0.21 0.012 0.264 2.2345 0.67313 0.18869 0.17043 0.00072921 0.11761 0.036433 7.4009 2.0709 0.0074816 0.23577 2.4143 1.9676 5.8022 0.0053727 0.35 0.65 0 0.59154 0.75 0.0011862 0.00059775 0.049937  
0.61504 2.0071 1.6509 0.0082365 1.5824 0.18903 0.3881 1.8404 0.23161 0.19536 0.21 0.012 0.264 2.2339 0.67552 0.18905 0.16844 0.00072973 0.11609 0.036194 7.4004 2.0728 0.0074363 0.23593 2.4157 1.9673 5.8022 0.00543 0.35 0.65 0 0.59178 0.75 0.0011945 0.00060878 0.050232  
0.62177 2.0083 1.6496 0.0081977 1.585 0.18512 0.38957 1.8393 0.2331 0.19511 0.21 0.012 0.264 2.2332 0.67785 0.18941 0.16648 0.00073024 0.11459 0.035955 7.3998 2.0747 0.0073908 0.23608 2.4171 1.967 5.8022 0.0054874 0.35 0.65 0 0.59202 0.75 0.0012028 0.00061987 0.050526  
0.6285 2.0095 1.6484 0.0081604 1.5876 0.18125 0.39101 1.8381 0.23458 0.19486 0.21 0.012 0.264 2.2326 0.68012 0.18975 0.16453 0.00073075 0.1131 0.035714 7.3993 2.0765 0.0073451 0.23622 2.4185 1.9667 5.8021 0.0055447 0.35 0.65 0 0.59226 0.75 0.001211 0.00063101 0.050818  
0.64177 2.012 1.6462 0.0080907 1.5926 0.17376 0.39383 1.8359 0.2375 0.19439 0.21 0.012 0.264 2.2312 0.68444 0.19041 0.16074 0.00073172 0.11021 0.035237 7.3983 2.08 0.0072544 0.23648 2.4213 1.9661 5.8021 0.0056575 0.35 0.65 0 0.59274 0.75 0.001227 0.00065314 0.051387  
0.65505 2.0145 1.644 0.0080258 1.5975 0.16645 0.3966 1.8338 0.24042 0.19395 0.21 0.012 0.264 2.2298 0.68856 0.19103 0.15702 0.00073265 0.10737 0.034756 7.3974 2.0834 0.0071632 0.23671 2.4241 1.9655 5.802 0.0057702 0.35 0.65 0 0.59321 0.75 0.0012427 0.00067548 0.051949  
0.66832 2.017 1.642 0.0079652 1.6023 0.15933 0.39932 1.8318 0.24333 0.19354 0.21 0.012 0.264 2.2283 0.69247 0.19163 0.15338 0.00073356 0.10459 0.034273 7.3965 2.0866 0.0070713 0.23691 2.4269 1.9649 5.8019 0.0058827 0.35 0.65 0 0.59369 0.75 0.0012581 0.00069803 0.052504  
0.68159 2.0195 1.6401 0.0079086 1.607 0.15239 0.402 1.8298 0.24624 0.19314 0.21 0.012 0.264 2.2267 0.69621 0.1922 0.14981 0.00073443 0.10188 0.033787 7.3957 2.0897 0.0069789 0.23709 2.4296 1.9644 5.8018 0.005995 0.35 0.65 0 0.59417 0.75 0.0012733 0.00072078 0.053052  
0.69487 2.0221 1.6384 0.0078556 1.6115 0.14564 0.40464 1.8279 0.24914 0.19277 0.21 0.012 0.264 2.2249 0.69977 0.19273 0.14631 0.00073526 0.099216 0.033298 7.3949 2.0926 0.006886 0.23723 2.4324 1.9638 5.8018 0.0061072 0.35 0.65 0 0.59464 0.75 0.0012882 0.00074372 0.053594  
0.73577 2.0302 1.6336 0.0077132 1.6249 0.1261 0.4125 1.8223 0.25806 0.19175 0.21 0.012 0.264 2.2189 0.70971 0.19419 0.13599 0.0007376 0.091394 0.031784 7.3929 2.1009 0.0065972 0.23749 2.441 1.962 5.8015 0.006452 0.35 0.65 0 0.59612 0.75 0.0013326 0.00081557 0.055226  
0.77668 2.0384 1.6298 0.0075973 1.6373 0.10855 0.42 1.8172 0.2669 0.1909 0.21 0.012 0.264 2.2117 0.71828 0.19536 0.12637 0.00073958 0.084138 0.030265 7.3915 2.1079 0.0063063 0.23748 2.4496 1.9603 5.8012 0.0067953 0.35 0.65 0 0.59759 0.75 0.0013748 0.000889 0.056802  
0.81759 2.0468 1.6268 0.0075027 1.6486 0.093085 0.42716 1.8125 0.27566 0.19019 0.21 0.012 0.264 2.2032 0.72566 0.19624 0.11745 0.00074118 0.077446 0.028754 7.3907 2.1135 0.0060156 0.23719 2.4581 1.9586 5.8009 0.0071372 0.35 0.65 0 0.59906 0.75 0.001415 0.00096386 0.058329  
0.8585 2.0553 1.6244 0.0074258 1.6589 0.079723 0.434 1.8082 0.28431 0.1896 0.21 0.012 0.264 2.1936 0.732 0.19683 0.10921 0.00074239 0.071309 0.027265 7.3905 2.1179 0.0057274 0.23664 2.4667 1.9569 5.8005 0.0074776 0.35 0.65 0 0.60054 0.75 0.0014531 0.00104 0.05981  
0.8994 2.0639 1.6226 0.0073636 1.6683 0.068436 0.44054 1.8042 0.29286 0.18911 0.21 0.012 0.264 2.1826 0.73742 0.19714 0.10165 0.00074322 0.065714 0.025813 7.3908 2.1211 0.0054443 0.23583 2.4753 1.9552 5.8001 0.0078166 0.35 0.65 0 0.60202 0.75 0.0014895 0.0011173 0.061249  
0.9406 2.0726 1.6212 0.0073136 1.677 0.059063 0.44684 1.8005 0.30136 0.18872 0.21 0.012 0.264 2.1705 0.74206 0.19718 0.094707 0.00074369 0.060608 0.0244 7.3916 2.123 0.0051668 0.23476 2.484 1.9536 5.7997 0.0081565 0.35 0.65 0 0.60351 0.75 0.0015244 0.0011961 0.062658  
0.98179 2.0814 1.6202 0.0072743 1.685 0.051517 0.45287 1.7969 0.30972 0.18841 0.21 0.012 0.264 2.1572 0.74598 0.19696 0.0884 0.00074383 0.056007 0.023049 7.393 2.1237 0.0048995 0.23346 2.4927 1.952 5.7993 0.008495 0.35 0.65 0 0.605 0.75 0.0015576 0.0012758 0.064031  
1.023 2.0902 1.6194 0.0072442 1.6925 0.045574 0.45863 1.7936 0.31795 0.18817 0.21 0.012 0.264 2.1431 0.74926 0.19648 0.082704 0.00074369 0.051885 0.021769 7.3949 2.1233 0.0046445 0.23193 2.5014 1.9504 5.7988 0.0088321 0.35 0.65 0 0.6065 0.75 0.0015894 0.0013563 0.065369  
1.0642 2.0991 1.6188 0.007222 1.6996 0.040984 0.46413 1.7904 0.32605 0.188 0.21 0.012 0.264 2.1283 0.75198 0.19576 0.077586 0.0007433 0.04821 0.020568 7.3972 2.1218 0.0044034 0.2302 2.5101 1.9488 5.7983 0.0091678 0.35 0.65 0 0.60799 0.75 0.0016197 0.0014374 0.066675  
1.1054 2.1079 1.6183 0.0072067 1.7064 0.037503 0.46939 1.7874 0.33402 0.18788 0.21 0.012 0.264 2.1129 0.75422 0.19483 0.07301 0.00074272 0.044949 0.019452 7.4 2.1193 0.0041778 0.22827 2.5188 1.9473 5.7978 0.0095021 0.35 0.65 0 0.60949 0.75 0.0016486 0.0015191 0.067948  
1.1466 2.1168 1.618 0.0071974 1.713 0.034904 0.47442 1.7845 0.34185 0.18781 0.21 0.012 0.264 2.0972 0.75605 0.19368 0.068935 0.00074199 0.042069 0.018424 7.4031 2.1158 0.0039686 0.22618 2.5276 1.9458 5.7972 0.0098351 0.35 0.65 0 0.61099 0.75 0.0016764 0.0016013 0.069192  
1.1878 2.1258 1.6176 0.0071931 1.7196 0.03299 0.47922 1.7817 0.34954 0.18779 0.21 0.012 0.264 2.0813 0.75753 0.19235 0.065323 0.00074115 0.039537 0.017486 7.4066 2.1115 0.0037763 0.22395 2.5363 1.9443 5.7967 0.010167 0.35 0.65 0 0.6125 0.75 0.001703 0.0016839 0.070406  
1.2308 2.1351 1.6172 0.0071934 1.7265 0.031547 0.48401 1.7788 0.35743 0.1878 0.21 0.012 0.264 2.0646 0.75876 0.19078 0.062001 0.00074018 0.037228 0.016599 7.4106 2.1062 0.0035938 0.22147 2.5454 1.9427 5.796 0.010512 0.35 0.65 0 0.61407 0.75 0.0017295 0.0017705 0.071643  
1.2738 2.1444 1.6168 0.0071977 1.7334 0.030526 0.48859 1.776 0.36519 0.18785 0.21 0.012 0.264 2.0478 0.75973 0.18905 0.059094 0.00073916 0.035224 0.015805 7.4149 2.1002 0.0034295 0.21888 2.5546 1.9412 5.7954 0.010855 0.35 0.65 0 0.61564 0.75 0.001755 0.0018573 0.072849  
1.3168 2.1537 1.6163 0.0072054 1.7405 0.029814 0.49295 1.7732 0.3728 0.18793 0.21 0.012 0.264 2.0312 0.76049 0.18717 0.056559 0.0007381 0.033492 0.015099 7.4195 2.0935 0.0032828 0.21619 2.5637 1.9397 5.7947 0.011197 0.35 0.65 0 0.61721 0.75 0.0017794 0.0019442 0.074024  
1.3598 2.163 1.6157 0.007216 1.7476 0.029327 0.49712 1.7704 0.38029 0.18804 0.21 0.012 0.264 2.0146 0.76107 0.18518 0.054353 0.00073701 0.032 0.014475 7.4243 2.0862 0.0031529 0.21342 2.5729 1.9382 5.794 0.011537 0.35 0.65 0 0.61879 0.75 0.0018029 0.0020313 0.07517  
1.4028 2.1723 1.615 0.007229 1.7549 0.029002 0.50109 1.7676 0.38765 0.18817 0.21 0.012 0.264 1.9983 0.76153 0.18308 0.052439 0.00073591 0.030717 0.013927 7.4293 2.0785 0.0030385 0.21059 2.582 1.9368 5.7933 0.011876 0.35 0.65 0 0.62037 0.75 0.0018255 0.0021185 0.076285  
1.4458 2.1816 1.6142 0.0072439 1.7623 0.028794 0.50489 1.7648 0.39488 0.18832 0.21 0.012 0.264 1.9821 0.76189 0.1809 0.050781 0.00073481 0.029618 0.013448 7.4345 2.0703 0.0029384 0.20772 2.5912 1.9354 5.7926 0.012214 0.35 0.65 0 0.62195 0.75 0.0018472 0.0022056 0.077371  
1.4951 2.1923 1.613 0.0072628 1.7711 0.028657 0.50903 1.7616 0.40303 0.1885 0.21 0.012 0.264 1.9638 0.76221 0.17831 0.049154 0.00073355 0.028553 0.012974 7.4406 2.0605 0.0028397 0.2044 2.6017 1.9338 5.7917 0.012599 0.35 0.65 0 0.62376 0.75 0.0018711 0.0023053 0.078578  
1.5443 2.2029 1.6117 0.0072832 1.78 0.028597 0.51296 1.7583 0.41103 0.1887 0.21 0.012 0.264 1.9459 0.76247 0.17566 0.047777 0.0007323 0.027665 0.012572 7.4469 2.0504 0.0027561 0.20107 2.6123 1.9322 5.7909 0.012983 0.35 0.65 0 0.62558 0.75 0.0018941 0.0024049 0.079746  
1.5936 2.2135 1.6101 0.0073048 1.789 0.02859 0.51668 1.755 0.41888 0.18892 0.21 0.012 0.264 1.9282 0.76269 0.17297 0.046612 0.00073106 0.026926 0.012232 7.4532 2.0399 0.0026856 0.19773 2.6228 1.9306 5.7899 0.013364 0.35 0.65 0 0.6274 0.75 0.0019162 0.0025042 0.080875  
1.6429 2.2241 1.6084 0.0073272 1.7983 0.02862 0.52022 1.7516 0.4266 0.18914 0.21 0.012 0.264 1.9108 0.76289 0.17025 0.045627 0.00072984 0.026313 0.011945 7.4597 2.0293 0.0026267 0.19441 2.6334 1.9291 5.789 0.013744 0.35 0.65 0 0.62922 0.75 0.0019375 0.0026032 0.081965  
1.6921 2.2347 1.6064 0.00735 1.8078 0.028676 0.52356 1.7481 0.43419 0.18937 0.21 0.012 0.264 1.8937 0.76309 0.16751 0.044792 0.00072863 0.025805 0.011703 7.4661 2.0184 0.0025776 0.19111 2.6439 1.9275 5.788 0.014123 0.35 0.65 0 0.63104 0.75 0.001958 0.0027019 0.083016  
1.7414 2.2452 1.6041 0.0073731 1.8174 0.028751 0.52674 1.7446 0.44166 0.1896 0.21 0.012 0.264 1.8769 0.76329 0.16477 0.044083 0.00072744 0.025385 0.0115 7.4727 2.0075 0.0025368 0.18785 2.6545 1.926 5.787 0.014499 0.35 0.65 0 0.63287 0.75 0.0019779 0.0028002 0.084028  
1.8139 2.2608 1.6005 0.0074071 1.8318 0.028884 0.5311 1.7393 0.45242 0.18995 0.21 0.012 0.264 1.8528 0.76363 0.16077 0.043228 0.00072571 0.024896 0.011259 7.4823 1.9913 0.0024895 0.18314 2.67 1.9239 5.7856 0.01505 0.35 0.65 0 0.63556 0.75 0.002006 0.0029441 0.085446  
1.8864 2.2763 1.5963 0.0074408 1.8465 0.029037 0.53512 1.7338 0.46295 0.1903 0.21 0.012 0.264 1.8292 0.76403 0.15683 0.042549 0.00072402 0.024529 0.011073 7.4919 1.9751 0.0024543 0.17854 2.6855 1.9218 5.784 0.015597 0.35 0.65 0 0.63826 0.75 0.0020329 0.0030869 0.08678  
1.9589 2.2918 1.5917 0.0074737 1.8614 0.029204 0.53882 1.7282 0.47323 0.19064 0.21 0.012 0.264 1.8062 0.76449 0.15295 0.042006 0.00072237 0.024254 0.010928 7.5014 1.9589 0.0024283 0.17407 2.7011 1.9197 5.7824 0.016141 0.35 0.65 0 0.64096 0.75 0.0020587 0.0032286 0.08803  
2.0314 2.3073 1.5866 0.0075056 1.8766 0.029381 0.54222 1.7223 0.4833 0.19099 0.21 0.012 0.264 1.7838 0.76502 0.14918 0.041567 0.00072074 0.024049 0.010816 7.5109 1.9428 0.0024094 0.16974 2.7166 1.9177 5.7808 0.016682 0.35 0.65 0 0.64366 0.75 0.0020836 0.003369 0.089196  
2.1039 2.3228 1.5812 0.0075364 1.892 0.029566 0.54533 1.7164 0.49315 0.19133 0.21 0.012 0.264 1.7619 0.76562 0.1455 0.041209 0.00071915 0.023897 0.010729 7.5202 1.9268 0.002396 0.16555 2.7321 1.9157 5.7791 0.017219 0.35 0.65 0 0.64638 0.75 0.0021076 0.0035081 0.09028  
2.1764 2.3383 1.5753 0.0075659 1.9076 0.029757 0.54818 1.7102 0.5028 0.19167 0.21 0.012 0.264 1.7406 0.76628 0.14194 0.040911 0.00071759 0.023785 0.01066 7.5295 1.9111 0.0023867 0.16151 2.7477 1.9137 5.7774 0.017752 0.35 0.65 0 0.64909 0.75 0.0021309 0.0036459 0.091281  
2.2847 2.3615 1.5658 0.0076075 1.9311 0.030051 0.55196 1.7008 0.51683 0.19216 0.21 0.012 0.264 1.7097 0.7674 0.13684 0.040553 0.00071531 0.023671 0.010583 7.5431 1.888 0.0023783 0.15575 2.7708 1.9108 5.7748 0.018543 0.35 0.65 0 0.65316 0.75 0.0021644 0.003849 0.092625  
2.3929 2.3848 1.5556 0.007646 1.955 0.030356 0.55522 1.691 0.53045 0.19263 0.21 0.012 0.264 1.6798 0.76864 0.132 0.040269 0.0007131 0.023602 0.010527 7.5564 1.8654 0.0023746 0.15032 2.7938 1.9081 5.7721 0.019326 0.35 0.65 0 0.65723 0.75 0.0021968 0.0040489 0.093792  
2.5011 2.408 1.5447 0.0076815 1.979 0.030668 0.55802 1.6809 0.54368 0.1931 0.21 0.012 0.264 1.6511 0.76998 0.12743 0.040039 0.00071093 0.023563 0.010485 7.5694 1.8433 0.0023739 0.14522 2.8168 1.9054 5.7693 0.020101 0.35 0.65 0 0.66131 0.75 0.0022281 0.0042456 0.094786  
