t RuBP PGA DPGA T3P FBP E4P S7P SBP ATP NADPH CO2 O2 HexP PenP GCEA GCA PGCA GCAc GOAc SERc GLYc HPRc GCEAc T3Pc FBPc HexPc F26BPc ATPc ADPc OPOPc UDPGc UTPc SUCP SUC PGAc 
2.6093 2.4314 1.5331 0.0077141 2.0033 0.030986 0.56038 1.6705 0.55652 0.19355 0.21 0.012 0.264 1.6233 0.7714 0.12313 0.039846 0.00070882 0.023544 0.010453 7.5821 1.8219 0.0023752 0.14042 2.8397 1.9027 5.7664 0.02087 0.35 0.65 0 0.66541 0.75 0.0022587 0.004439 0.095611  
2.7175 2.4548 1.521 0.0077439 2.0277 0.031309 0.56234 1.6598 0.56901 0.19399 0.21 0.012 0.264 1.5965 0.7729 0.11908 0.039682 0.00070675 0.023538 0.010428 7.5944 1.801 0.0023779 0.13591 2.8625 1.9002 5.7635 0.021632 0.35 0.65 0 0.66951 0.75 0.0022886 0.0046293 0.096274  
2.8258 2.4782 1.5084 0.007771 2.0522 0.031636 0.56395 1.6489 0.58114 0.19442 0.21 0.012 0.264 1.5706 0.77444 0.11527 0.03954 0.00070472 0.023541 0.010407 7.6065 1.7806 0.0023813 0.13169 2.8852 1.8977 5.7605 0.022388 0.35 0.65 0 0.67362 0.75 0.0023179 0.0048163 0.096781  
2.9797 2.5117 1.4899 0.0078053 2.0871 0.032108 0.56568 1.6329 0.59782 0.19501 0.21 0.012 0.264 1.5353 0.77669 0.11025 0.039366 0.00070189 0.023554 0.010382 7.6232 1.7527 0.002387 0.12615 2.9172 1.8942 5.7561 0.023451 0.35 0.65 0 0.67947 0.75 0.0023589 0.005077 0.097244  
3.1336 2.5452 1.4706 0.0078351 2.1221 0.032585 0.56683 1.6165 0.61384 0.19559 0.21 0.012 0.264 1.5018 0.77896 0.10567 0.039222 0.00069913 0.023575 0.010363 7.6393 1.7258 0.0023934 0.1211 2.949 1.8908 5.7516 0.024501 0.35 0.65 0 0.68535 0.75 0.0023993 0.0053316 0.097421  
3.2875 2.5789 1.4509 0.0078608 2.157 0.033065 0.56747 1.5996 0.62925 0.19615 0.21 0.012 0.264 1.4698 0.78123 0.10148 0.039099 0.00069642 0.023602 0.010346 7.6548 1.7 0.0024001 0.11651 2.9805 1.8876 5.7469 0.025539 0.35 0.65 0 0.69123 0.75 0.0024393 0.0055804 0.097333  
3.4414 2.6126 1.4308 0.0078829 2.1919 0.033547 0.56768 1.5824 0.64406 0.1967 0.21 0.012 0.264 1.4393 0.78347 0.097662 0.038995 0.00069376 0.023632 0.010332 7.6697 1.6753 0.002407 0.11233 3.0117 1.8845 5.7422 0.026565 0.35 0.65 0 0.69713 0.75 0.0024791 0.0058235 0.097  
3.5953 2.6464 1.4106 0.0079019 2.2267 0.03403 0.56751 1.5648 0.6583 0.19723 0.21 0.012 0.264 1.4103 0.78565 0.094172 0.038907 0.00069113 0.023664 0.01032 7.6841 1.6516 0.0024139 0.10853 3.0425 1.8814 5.7374 0.027578 0.35 0.65 0 0.70304 0.75 0.0025187 0.0060614 0.096441  
3.7492 2.6802 1.3902 0.0079181 2.2613 0.034513 0.56702 1.547 0.672 0.19776 0.21 0.012 0.264 1.3827 0.78776 0.090981 0.038833 0.00068853 0.023698 0.010309 7.698 1.6288 0.0024209 0.10507 3.073 1.8785 5.7324 0.02858 0.35 0.65 0 0.70895 0.75 0.0025582 0.0062943 0.095677  
4.0029 2.7359 1.3566 0.0079401 2.3179 0.035308 0.56561 1.5171 0.69344 0.19862 0.21 0.012 0.264 1.3401 0.79105 0.086299 0.038737 0.0006843 0.023758 0.010295 7.7198 1.5933 0.0024323 0.10002 3.1224 1.8738 5.7241 0.030207 0.35 0.65 0 0.71872 0.75 0.0026235 0.006668 0.094022  
4.2565 2.7915 1.3234 0.0079574 2.3738 0.036099 0.56364 1.4866 0.71356 0.19948 0.21 0.012 0.264 1.3008 0.79404 0.08223 0.038668 0.00068011 0.02382 0.010284 7.7404 1.5603 0.0024436 0.095657 3.1708 1.8693 5.7156 0.031804 0.35 0.65 0 0.7285 0.75 0.002689 0.0070303 0.091947  
4.5101 2.8468 1.2908 0.0079716 2.429 0.036884 0.56124 1.4558 0.73248 0.20032 0.21 0.012 0.264 1.2645 0.79671 0.078669 0.038622 0.00067594 0.023884 0.010276 7.7598 1.5294 0.0024547 0.091869 3.2181 1.865 5.7068 0.033374 0.35 0.65 0 0.73829 0.75 0.0027551 0.0073824 0.089532  
4.7637 2.9017 1.2591 0.0079838 2.4834 0.037661 0.55856 1.4247 0.75027 0.20117 0.21 0.012 0.264 1.231 0.79903 0.07553 0.038592 0.00067178 0.02395 0.01027 7.778 1.5007 0.0024656 0.088553 3.2644 1.8609 5.6979 0.034916 0.35 0.65 0 0.74809 0.75 0.0028217 0.0077255 0.086849  
5.0174 2.9562 1.2284 0.0079951 2.5371 0.03843 0.55568 1.3935 0.76704 0.20203 0.21 0.012 0.264 1.2002 0.80099 0.07274 0.038576 0.00066761 0.024016 0.010267 7.7952 1.474 0.0024762 0.085628 3.3095 1.857 5.6888 0.036431 0.35 0.65 0 0.75788 0.75 0.002889 0.0080608 0.083962  
5.3885 3.0349 1.1853 0.0080115 2.614 0.039541 0.5513 1.3479 0.78994 0.20331 0.21 0.012 0.264 1.1593 0.8032 0.069161 0.038571 0.00066149 0.024113 0.010265 7.8187 1.4381 0.0024912 0.081907 3.3736 1.8516 5.6752 0.038605 0.35 0.65 0 0.77221 0.75 0.0029887 0.0085393 0.07949  
5.7596 3.112 1.1446 0.0080293 2.6892 0.040632 0.54691 1.3025 0.81114 0.20461 0.21 0.012 0.264 1.1231 0.80463 0.066054 0.038581 0.00065533 0.024209 0.010267 7.8402 1.4059 0.0025055 0.078707 3.4354 1.8464 5.6613 0.040726 0.35 0.65 0 0.78652 0.75 0.0030899 0.0090059 0.074855  
6.1308 3.1874 1.1061 0.0080495 2.7627 0.041704 0.54266 1.2577 0.8309 0.20595 0.21 0.012 0.264 1.091 0.8053 0.063311 0.038601 0.00064913 0.024302 0.01027 7.86 1.377 0.002519 0.075905 3.495 1.8416 5.6472 0.0428 0.35 0.65 0 0.80079 0.75 0.0031928 0.0094632 0.070177  
6.5019 3.2608 1.0698 0.0080726 2.8344 0.042757 0.53866 1.2137 0.84948 0.20732 0.21 0.012 0.264 1.0625 0.80525 0.060851 0.038627 0.00064288 0.024391 0.010275 7.8782 1.3511 0.0025318 0.073409 3.5524 1.837 5.6328 0.044827 0.35 0.65 0 0.81502 0.75 0.0032973 0.0099132 0.065547  
6.873 3.3322 1.0353 0.0080987 2.9044 0.043792 0.535 1.1706 0.86711 0.20874 0.21 0.012 0.264 1.0373 0.80452 0.058612 0.038655 0.00063659 0.024477 0.010281 7.895 1.3278 0.0025437 0.071152 3.6076 1.8326 5.6182 0.04681 0.35 0.65 0 0.82919 0.75 0.0034035 0.010358 0.061032  
7.2442 3.4013 1.0026 0.0081277 2.9728 0.044809 0.53173 1.1288 0.884 0.21019 0.21 0.012 0.264 1.015 0.80315 0.056549 0.038684 0.00063027 0.024559 0.010289 7.9105 1.307 0.0025549 0.06908 3.6608 1.8285 5.6034 0.04875 0.35 0.65 0 0.8433 0.75 0.0035112 0.010799 0.05668  
7.7508 3.4918 0.96012 0.0081713 3.0636 0.046169 0.52798 1.0737 0.90622 0.21225 0.21 0.012 0.264 0.98879 0.80035 0.053954 0.03872 0.0006216 0.024663 0.010299 7.9299 1.282 0.0025689 0.066484 3.7301 1.8232 5.5829 0.051335 0.35 0.65 0 0.86245 0.75 0.003661 0.011397 0.051062  
8.2575 3.578 0.91979 0.0082184 3.1514 0.047496 0.52508 1.0214 0.92785 0.2144 0.21 0.012 0.264 0.96669 0.79658 0.051556 0.03875 0.0006129 0.024759 0.01031 7.9473 1.2607 0.0025816 0.064092 3.7958 1.8182 5.5621 0.053848 0.35 0.65 0 0.88145 0.75 0.0038138 0.011994 0.045855  
8.7641 3.6598 0.88108 0.0082675 3.2363 0.048791 0.52307 0.97183 0.94924 0.21665 0.21 0.012 0.264 0.94818 0.79198 0.049304 0.038773 0.00060419 0.024846 0.010321 7.9632 1.2424 0.0025929 0.061852 3.858 1.8136 5.5411 0.056295 0.35 0.65 0 0.90029 0.75 0.0039695 0.012591 0.041073  
9.2708 3.7372 0.84355 0.0083172 3.3184 0.050053 0.52194 0.92524 0.97067 0.21901 0.21 0.012 0.264 0.93277 0.78667 0.047161 0.038787 0.00059548 0.024924 0.010331 7.9776 1.2268 0.0026031 0.059721 3.9167 1.8093 5.5199 0.058678 0.35 0.65 0 0.91893 0.75 0.0041281 0.013191 0.036712  
9.7774 3.8105 0.80688 0.0083662 3.3976 0.051279 0.52168 0.88161 0.99238 0.2215 0.21 0.012 0.264 0.92004 0.78077 0.045099 0.038792 0.00058679 0.024995 0.010341 7.9908 1.2135 0.0026121 0.057671 3.9722 1.8052 5.4985 0.061002 0.35 0.65 0 0.93739 0.75 0.0042896 0.013796 0.032755  
10.2841 3.8798 0.7708 0.008413 3.4738 0.052467 0.52225 0.8409 1.0145 0.22413 0.21 0.012 0.264 0.90965 0.77437 0.043099 0.038787 0.00057812 0.025057 0.01035 8.003 1.2022 0.0026201 0.055681 4.0244 1.8014 5.4769 0.063268 0.35 0.65 0 0.95562 0.75 0.0044538 0.014405 0.029179  
10.8901 3.9579 0.72817 0.0084647 3.5609 0.053835 0.52398 0.79594 1.0418 0.2275 0.21 0.012 0.264 0.8999 0.76621 0.04077 0.03877 0.00056779 0.025122 0.01036 8.0164 1.1909 0.0026284 0.053361 4.0829 1.7972 5.4509 0.065908 0.35 0.65 0 0.97714 0.75 0.0046538 0.015143 0.025362  
11.4961 4.0314 0.68597 0.00851 3.6435 0.055138 0.5268 0.75483 1.07 0.23115 0.21 0.012 0.264 0.89269 0.75759 0.038497 0.03874 0.00055751 0.025178 0.010368 8.0287 1.1816 0.0026355 0.051091 4.137 1.7932 5.4247 0.068475 0.35 0.65 0 0.99832 0.75 0.0048575 0.01589 0.021999  
12.1021 4.1008 0.64418 0.0085476 3.7214 0.05637 0.53063 0.71732 1.0993 0.23514 0.21 0.012 0.264 0.88766 0.74862 0.036272 0.038701 0.00054727 0.025226 0.010376 8.0401 1.174 0.0026416 0.048864 4.187 1.7896 5.3983 0.070973 0.35 0.65 0 1.0191 0.75 0.0050648 0.016648 0.019043  
12.7081 4.1668 0.60285 0.0085767 3.7944 0.057523 0.53543 0.68309 1.1297 0.23951 0.21 0.012 0.264 0.88455 0.73935 0.034097 0.038653 0.00053706 0.025267 0.010382 8.0507 1.1679 0.0026468 0.046682 4.2331 1.7862 5.3718 0.073407 0.35 0.65 0 1.0396 0.75 0.0052755 0.017417 0.016449  
13.3141 4.23 0.56213 0.0085967 3.8622 0.05859 0.54112 0.65182 1.1611 0.24433 0.21 0.012 0.264 0.88308 0.72982 0.031979 0.038599 0.00052686 0.025301 0.010387 8.0608 1.1629 0.0026512 0.04455 4.2755 1.7831 5.3452 0.07578 0.35 0.65 0 1.0596 0.75 0.0054896 0.018197 0.014177  
13.9201 4.2911 0.52224 0.0086074 3.9248 0.059564 0.54765 0.62318 1.1935 0.24967 0.21 0.012 0.264 0.88307 0.72003 0.029926 0.03854 0.00051667 0.025331 0.010392 8.0703 1.1589 0.002655 0.04248 4.3143 1.7802 5.3185 0.078095 0.35 0.65 0 1.0793 0.75 0.0057068 0.018989 0.012191  
14.6285 4.3606 0.477 0.0086085 3.991 0.060576 0.55628 0.5926 1.2326 0.25668 0.21 0.012 0.264 0.88462 0.70825 0.027625 0.038468 0.00050473 0.02536 0.010396 8.0808 1.1553 0.0026588 0.040152 4.3553 1.7771 5.2872 0.080732 0.35 0.65 0 1.1017 0.75 0.0059645 0.019928 0.010189  
15.3368 4.4289 0.43367 0.0085985 4.0498 0.061444 0.56591 0.56468 1.2728 0.26464 0.21 0.012 0.264 0.88762 0.69607 0.025447 0.038397 0.00049274 0.025385 0.0104 8.0909 1.1525 0.0026621 0.037942 4.3921 1.7742 5.2558 0.083301 0.35 0.65 0 1.1236 0.75 0.006226 0.020883 0.0084879  
16.0451 4.4966 0.39266 0.0085791 4.1011 0.062163 0.57646 0.53896 1.3141 0.27366 0.21 0.012 0.264 0.89183 0.68346 0.023411 0.038328 0.00048067 0.025406 0.010403 8.1006 1.1505 0.0026649 0.035872 4.425 1.7715 5.2243 0.085804 0.35 0.65 0 1.1449 0.75 0.0064911 0.021852 0.007049  
16.7535 4.5643 0.35433 0.0085525 4.1452 0.062731 0.58785 0.51505 1.3562 0.28387 0.21 0.012 0.264 0.89702 0.67039 0.021533 0.038264 0.00046848 0.025425 0.010406 8.11 1.1491 0.0026674 0.033957 4.4541 1.7691 5.1928 0.088246 0.35 0.65 0 1.1655 0.75 0.0067594 0.022835 0.0058371  
17.4618 4.6324 0.31894 0.0085211 4.1823 0.063151 0.60001 0.49264 1.399 0.29538 0.21 0.012 0.264 0.903 0.65684 0.019822 0.038207 0.00045617 0.025443 0.01041 8.1191 1.1481 0.0026697 0.032208 4.48 1.7669 5.1612 0.090632 0.35 0.65 0 1.1855 0.75 0.0070306 0.023831 0.0048211  
18.1701 4.7011 0.28663 0.0084875 4.213 0.063429 0.61287 0.47146 1.4423 0.30827 0.21 0.012 0.264 0.90961 0.64285 0.018281 0.038157 0.0004437 0.02546 0.010413 8.128 1.1475 0.0026719 0.030632 4.5027 1.7649 5.1297 0.092963 0.35 0.65 0 1.2048 0.75 0.0073044 0.024838 0.0039736  
19.1213 4.7943 0.24813 0.0084429 4.2452 0.063597 0.63108 0.44467 1.5012 0.32786 0.21 0.012 0.264 0.91923 0.62345 0.016476 0.038101 0.00042673 0.025483 0.010418 8.1396 1.1473 0.0026746 0.028782 4.529 1.7624 5.0872 0.096016 0.35 0.65 0 1.2298 0.75 0.0076751 0.026208 0.003058  
20.0725 4.8882 0.21496 0.0084024 4.2686 0.063562 0.65022 0.41951 1.5605 0.35016 0.21 0.012 0.264 0.92945 0.60357 0.014953 0.038059 0.00040948 0.025504 0.010423 8.151 1.1474 0.0026772 0.027222 4.551 1.7602 5.0449 0.098983 0.35 0.65 0 1.2535 0.75 0.0080482 0.027593 0.0023505  
21.0236 4.9824 0.18663 0.0083677 4.285 0.063359 0.6701 0.39588 1.62 0.37524 0.21 0.012 0.264 0.94006 0.58347 0.013681 0.038028 0.00039198 0.025526 0.010428 8.1622 1.148 0.0026797 0.025918 4.5692 1.7583 5.0025 0.10187 0.35 0.65 0 1.276 0.75 0.0084222 0.028991 0.0018076  
21.9748 5.0761 0.16253 0.0083397 4.296 0.063026 0.69054 0.37373 1.6798 0.40314 0.21 0.012 0.264 0.95095 0.5634 0.012622 0.038006 0.00037426 0.025546 0.010434 8.1733 1.1488 0.0026821 0.024834 4.5842 1.7566 4.9603 0.10469 0.35 0.65 0 1.2972 0.75 0.0087954 0.030395 0.0013929  
22.926 5.1688 0.14205 0.0083171 4.3031 0.062594 0.71141 0.35305 1.7395 0.43389 0.21 0.012 0.264 0.96203 0.54361 0.011742 0.037992 0.00035635 0.025565 0.010439 8.1842 1.1498 0.0026843 0.023935 4.5964 1.7551 4.9182 0.10744 0.35 0.65 0 1.3171 0.75 0.0091656 0.031802 0.0010768  
23.8771 5.26 0.12464 0.0082995 4.3071 0.062088 0.73259 0.33386 1.7992 0.46747 0.21 0.012 0.264 0.97326 0.52429 0.011011 0.037982 0.00033827 0.025583 0.010443 8.195 1.1509 0.0026864 0.023189 4.6063 1.7538 4.8763 0.11012 0.35 0.65 0 1.3358 0.75 0.0095305 0.033204 0.00083615  
24.8283 5.3494 0.1098 0.0082858 4.309 0.061528 0.75399 0.31612 1.8588 0.50383 0.21 0.012 0.264 0.98464 0.50559 0.010402 0.037976 0.00032006 0.025599 0.010448 8.2058 1.1522 0.0026883 0.022569 4.614 1.7526 4.8346 0.11274 0.35 0.65 0 1.3531 0.75 0.0098876 0.034594 0.0006527  
25.8606 5.444 0.09615 0.0082741 4.3093 0.060876 0.77737 0.29847 1.9234 0.54633 0.21 0.012 0.264 0.99714 0.48612 0.0098542 0.037972 0.00030018 0.025615 0.010452 8.2174 1.1536 0.0026903 0.022011 4.6202 1.7515 4.7897 0.11552 0.35 0.65 0 1.3704 0.75 0.010263 0.036079 0.00050226  
26.1703 5.4719 0.092488 0.0082711 4.3091 0.060673 0.78441 0.29349 1.9427 0.55968 0.21 0.012 0.264 1.0009 0.48046 0.0097093 0.037971 0.00029419 0.02562 0.010453 8.2209 1.1541 0.0026908 0.021864 4.6218 1.7512 4.7763 0.11634 0.35 0.65 0 1.3753 0.75 0.010373 0.036518 0.00046505  
26.48 5.4996 0.089005 0.0082686 4.3088 0.060467 0.79146 0.28865 1.962 0.57329 0.21 0.012 0.264 1.0047 0.47488 0.0095724 0.037971 0.00028819 0.025624 0.010454 8.2244 1.1545 0.0026913 0.021725 4.6231 1.751 4.7629 0.11716 0.35 0.65 0 1.38 0.75 0.010481 0.036954 0.00043091  
26.6931 5.5185 0.086708 0.0082668 4.3085 0.060324 0.79632 0.2854 1.9753 0.5828 0.21 0.012 0.264 1.0074 0.47109 0.0094827 0.037971 0.00028406 0.025627 0.010455 8.2268 1.1549 0.0026917 0.021634 4.6239 1.7508 4.7537 0.11772 0.35 0.65 0 1.3832 0.75 0.010554 0.037252 0.00040906  
26.7606 5.5245 0.086016 0.0082614 4.3084 0.060279 0.79786 0.28438 1.9795 0.58563 0.21 0.012 0.264 1.0082 0.4699 0.0094553 0.037971 0.00028277 0.025628 0.010455 8.2275 1.155 0.0026918 0.021606 4.6242 1.7507 4.7508 0.11789 0.35 0.65 0 1.3842 0.75 0.010577 0.037346 0.0004024  
26.8282 5.5304 0.085392 0.0082481 4.3083 0.060234 0.7994 0.28338 1.9837 0.58805 0.21 0.012 0.264 1.009 0.46874 0.0094298 0.03797 0.0002815 0.025629 0.010455 8.2283 1.1551 0.0026919 0.021579 4.6244 1.7507 4.7479 0.11807 0.35 0.65 0 1.3852 0.75 0.0106 0.037439 0.00039587  
26.8957 5.5363 0.08487 0.008232 4.308 0.060188 0.80094 0.28238 1.9879 0.59004 0.21 0.012 0.264 1.0099 0.46762 0.0094069 0.037971 0.00028025 0.025629 0.010456 8.229 1.1551 0.002692 0.021554 4.6247 1.7506 4.745 0.11824 0.35 0.65 0 1.3862 0.75 0.010623 0.037533 0.00038948  
26.9632 5.5421 0.084448 0.0082191 4.3077 0.060142 0.80247 0.2814 1.9921 0.59166 0.21 0.012 0.264 1.0107 0.46656 0.009387 0.037971 0.00027904 0.02563 0.010456 8.2298 1.1552 0.0026921 0.02153 4.6249 1.7506 4.7421 0.11842 0.35 0.65 0 1.3872 0.75 0.010646 0.037626 0.00038324  
27.0307 5.5477 0.084107 0.0082084 4.3072 0.060096 0.80401 0.28045 1.9963 0.59296 0.21 0.012 0.264 1.0115 0.46556 0.0093701 0.037971 0.00027784 0.02563 0.010456 8.2305 1.1553 0.0026922 0.02151 4.6251 1.7505 4.7392 0.11859 0.35 0.65 0 1.3881 0.75 0.010669 0.037719 0.00037716  
27.0983 5.5533 0.083833 0.0081974 4.3068 0.060049 0.80555 0.27953 2.0005 0.59397 0.21 0.012 0.264 1.0124 0.46461 0.0093558 0.037971 0.00027667 0.025631 0.010456 8.2313 1.1554 0.0026923 0.021492 4.6254 1.7505 4.7363 0.11877 0.35 0.65 0 1.3891 0.75 0.010691 0.037812 0.00037125  
27.178 5.5597 0.083595 0.0081848 4.3062 0.059994 0.80736 0.27848 2.0054 0.59479 0.21 0.012 0.264 1.0134 0.46357 0.0093422 0.037971 0.00027532 0.025631 0.010456 8.2322 1.1556 0.0026923 0.021474 4.6256 1.7504 4.7329 0.11898 0.35 0.65 0 1.3902 0.75 0.010718 0.037922 0.0003645  
27.2577 5.5659 0.083445 0.0081736 4.3056 0.05994 0.80916 0.27748 2.0104 0.59524 0.21 0.012 0.264 1.0144 0.46262 0.0093322 0.037971 0.000274 0.025631 0.010456 8.2331 1.1557 0.0026924 0.02146 4.6259 1.7503 4.7295 0.11918 0.35 0.65 0 1.3914 0.75 0.010744 0.038031 0.00035799  
27.3374 5.5719 0.083375 0.0081635 4.305 0.059885 0.81096 0.27653 2.0153 0.59536 0.21 0.012 0.264 1.0154 0.46175 0.0093254 0.037971 0.00027271 0.025631 0.010456 8.234 1.1558 0.0026925 0.021449 4.6262 1.7503 4.7261 0.11939 0.35 0.65 0 1.3925 0.75 0.010771 0.03814 0.00035174  
27.4171 5.5778 0.083376 0.008154 4.3043 0.059831 0.81275 0.27565 2.0202 0.59516 0.21 0.012 0.264 1.0165 0.46097 0.0093216 0.037971 0.00027144 0.025631 0.010456 8.2349 1.1559 0.0026925 0.021442 4.6265 1.7502 4.7227 0.11959 0.35 0.65 0 1.3936 0.75 0.010797 0.038248 0.00034574  
27.4968 5.5834 0.083443 0.0081449 4.3037 0.059779 0.81453 0.27482 2.0251 0.59467 0.21 0.012 0.264 1.0175 0.46027 0.0093206 0.037971 0.00027021 0.025631 0.010456 8.2358 1.156 0.0026925 0.021438 4.6267 1.7502 4.7193 0.1198 0.35 0.65 0 1.3947 0.75 0.010823 0.038356 0.00034  
27.6623 5.5943 0.083774 0.0081277 4.3024 0.059672 0.8182 0.27331 2.0352 0.59281 0.21 0.012 0.264 1.0198 0.45909 0.0093267 0.037971 0.00026773 0.02563 0.010455 8.2376 1.1563 0.0026926 0.021437 4.6273 1.75 4.7122 0.12022 0.35 0.65 0 1.3969 0.75 0.010877 0.03858 0.00032891  
27.8279 5.6043 0.084337 0.0081117 4.3011 0.059572 0.82182 0.27206 2.0453 0.58996 0.21 0.012 0.264 1.0221 0.45826 0.0093425 0.037969 0.00026537 0.025628 0.010454 8.2395 1.1565 0.0026925 0.021448 4.6279 1.7499 4.7052 0.12064 0.35 0.65 0 1.3991 0.75 0.01093 0.038802 0.00031895  
27.9934 5.6134 0.085105 0.0080966 4.2999 0.059478 0.82539 0.2711 2.0554 0.58626 0.21 0.012 0.264 1.0245 0.45776 0.0093669 0.037967 0.00026311 0.025626 0.010453 8.2413 1.1567 0.0026924 0.021467 4.6286 1.7498 4.6981 0.12106 0.35 0.65 0 1.4013 0.75 0.010982 0.039022 0.00031012  
28.1589 5.6216 0.086062 0.008082 4.2988 0.059391 0.8289 0.27041 2.0654 0.58182 0.21 0.012 0.264 1.0269 0.45759 0.009399 0.037964 0.00026094 0.025623 0.010452 8.2432 1.1569 0.0026923 0.021495 4.6293 1.7497 4.6911 0.12148 0.35 0.65 0 1.4034 0.75 0.011034 0.039241 0.0003024  
28.3245 5.6289 0.087193 0.0080677 4.2979 0.059311 0.83236 0.26999 2.0754 0.57673 0.21 0.012 0.264 1.0295 0.45772 0.0094381 0.037961 0.00025886 0.025619 0.010451 8.245 1.1571 0.002692 0.021529 4.63 1.7496 4.6841 0.1219 0.35 0.65 0 1.4055 0.75 0.011086 0.039459 0.00029579  
28.608 5.6395 0.08951 0.0080434 4.2964 0.059189 0.83814 0.26984 2.0923 0.56676 0.21 0.012 0.264 1.0341 0.4586 0.0095204 0.037953 0.00025548 0.02561 0.010447 8.2482 1.1575 0.0026915 0.021604 4.6314 1.7494 4.6721 0.12261 0.35 0.65 0 1.4089 0.75 0.011172 0.039827 0.00028699  
28.8915 5.6479 0.09228 0.0080186 4.2951 0.059086 0.84375 0.27038 2.109 0.55551 0.21 0.012 0.264 1.039 0.46025 0.0096209 0.037944 0.00025232 0.0256 0.010444 8.2514 1.1578 0.0026908 0.021697 4.633 1.7493 4.6602 0.12332 0.35 0.65 0 1.4123 0.75 0.011256 0.04019 0.00028135  
29.175 5.6542 0.09549 0.007993 4.294 0.058998 0.84921 0.27155 2.1255 0.54325 0.21 0.012 0.264 1.0442 0.46258 0.0097389 0.037933 0.00024935 0.025589 0.010439 8.2546 1.1581 0.00269 0.021807 4.6347 1.7491 4.6483 0.12402 0.35 0.65 0 1.4156 0.75 0.011339 0.040548 0.00027883  
29.4585 5.6587 0.099141 0.0079664 4.2929 0.058924 0.85453 0.27329 2.1418 0.53023 0.21 0.012 0.264 1.0497 0.46553 0.0098747 0.037921 0.00024655 0.025575 0.010434 8.2579 1.1584 0.0026891 0.021934 4.6367 1.749 4.6364 0.12472 0.35 0.65 0 1.4187 0.75 0.011419 0.0409 0.00027946  
29.742 5.6615 0.10324 0.0079385 4.2917 0.05886 0.85972 0.27557 2.1579 0.51662 0.21 0.012 0.264 1.0554 0.46904 0.010029 0.037907 0.00024391 0.025561 0.010429 8.2611 1.1586 0.002688 0.022079 4.639 1.7489 4.6246 0.12542 0.35 0.65 0 1.4218 0.75 0.011498 0.041246 0.00028328  
30.1715 5.6627 0.11035 0.0078936 4.2897 0.058779 0.86738 0.27995 2.1817 0.49525 0.21 0.012 0.264 1.0648 0.47532 0.010299 0.037886 0.00024016 0.025537 0.01042 8.266 1.1589 0.0026862 0.022335 4.6429 1.7487 4.6067 0.12646 0.35 0.65 0 1.4262 0.75 0.011612 0.041759 0.00029543  
30.6009 5.6608 0.11862 0.0078453 4.2872 0.058709 0.87483 0.28536 2.205 0.4734 0.21 0.012 0.264 1.0747 0.4826 0.010618 0.037865 0.00023669 0.02551 0.01041 8.271 1.1591 0.0026843 0.022638 4.6477 1.7485 4.589 0.1275 0.35 0.65 0 1.4305 0.75 0.011722 0.042256 0.00031579  
31.0304 5.656 0.12814 0.0077933 4.2838 0.058644 0.88211 0.29172 2.2277 0.45146 0.21 0.012 0.264 1.0853 0.49078 0.010991 0.037843 0.00023347 0.025482 0.010399 8.276 1.1592 0.0026822 0.022994 4.6533 1.7484 4.5713 0.12852 0.35 0.65 0 1.4345 0.75 0.011827 0.042739 0.00034536  
31.4598 5.6485 0.13905 0.0077373 4.2793 0.058577 0.88925 0.29898 2.2497 0.42978 0.21 0.012 0.264 1.0964 0.49973 0.011425 0.037822 0.00023047 0.025452 0.010387 8.281 1.1593 0.0026799 0.023409 4.6599 1.7483 4.5536 0.12954 0.35 0.65 0 1.4383 0.75 0.011926 0.043206 0.00038551  
31.8893 5.6385 0.15149 0.0076778 4.2736 0.058502 0.89629 0.30709 2.271 0.40864 0.21 0.012 0.264 1.1081 0.50936 0.011927 0.037803 0.00022767 0.025421 0.010375 8.286 1.1593 0.0026775 0.023891 4.6676 1.7482 4.5361 0.13054 0.35 0.65 0 1.4419 0.75 0.012021 0.043657 0.00043813  
32.5143 5.6199 0.17259 0.0075848 4.2627 0.058369 0.90639 0.32036 2.3007 0.37931 0.21 0.012 0.264 1.126 0.52439 0.012798 0.037778 0.00022393 0.025373 0.010357 8.2934 1.1591 0.0026739 0.02473 4.6811 1.7481 4.5107 0.13199 0.35 0.65 0 1.4469 0.75 0.012151 0.044283 0.00054233  
33.1393 5.5969 0.19763 0.0074851 4.2482 0.058196 0.91639 0.33528 2.3286 0.35222 0.21 0.012 0.264 1.1449 0.54035 0.013856 0.03776 0.00022057 0.025322 0.010338 8.3008 1.1588 0.0026701 0.025753 4.6977 1.7481 4.4853 0.13341 0.35 0.65 0 1.4515 0.75 0.012271 0.044874 0.00068815  
33.7643 5.5699 0.22693 0.0073812 4.2296 0.05797 0.92633 0.35173 2.3547 0.32775 0.21 0.012 0.264 1.1646 0.55692 0.015125 0.03775 0.00021754 0.02527 0.010318 8.3083 1.1584 0.0026661 0.026986 4.718 1.7482 4.4601 0.13482 0.35 0.65 0 1.4559 0.75 0.012382 0.04543 0.00088858  
34.3893 5.5395 0.26071 0.0072757 4.2067 0.057682 0.93626 0.36956 2.3788 0.30608 0.21 0.012 0.264 1.1849 0.57374 0.016627 0.03775 0.00021484 0.025216 0.010297 8.3158 1.1578 0.002662 0.02845 4.7425 1.7483 4.4348 0.1362 0.35 0.65 0 1.4601 0.75 0.012486 0.045953 0.00116  
